SID,MATRICULA,CVE_PROGRAMA,ESTADO,PERIODO,FECHA_ACT
8302,2022A08302,LISC2020MX,Egresado,2024CC,2024-12-30
8303,2019B08303,LIDN2022MX,Egresado,2021CC,2025-02-02
8304,2021C08304,LIED2020MX,Egresado,2023CC,2024-06-17
8305,2019A08305,LIDE2020MX,Activo,2021CC,2024-07-24
8306,2018C08306,LIAD2020MX,Activo,2020CC,2024-07-31
8307,2024A08307,LIAD2020MX,Activo,2025CA,2025-03-04
8308,2025C08308,LIIN2020MX,Activo,2025CA,2025-01-16
8309,2023C08309,LICI2020MX,Baja Temporal,2025CA,2024-11-20
8310,2023B08310,LIPS2020MX,Activo,2025CA,2025-02-14
8311,2024A08311,LISC2020MX,Activo,2025CA,2024-07-08
8312,2023A08312,LICO2020MX,Activo,2024CC,2024-08-31
8313,2022C08313,LIME2020MX,Activo,2024CC,2024-11-09
8314,2018C08314,LIDN2022MX,Titulado,2020CC,2024-10-14
8314,2018C08314,LIDN2022MX,Titulado,2020CC,2024-10-14
8315,2020C08315,LISC2020MX,Egresado,2022CC,2025-02-16
8316,2020C08316,LIED2020MX,Titulado,2022CC,2024-11-27
8317,2024B08317,LIME2020MX,Baja Definitiva,2025CA,2024-11-30
8318,2019C08318,LIME2020MX,Activo,2021CC,2024-06-15
8319,2024A08319,LIGA2020MX,Activo,2025CA,2024-08-25
8320,2023C08320,LIED2020MX,Activo,2024CC,2024-07-26
8321,2024A08321,LICO2020MX,Baja Temporal,2025CA,2024-12-10
8322,2024C08322,LIIN2020MX,Activo,2025CA,2025-01-17
8323,2024B08323,LIDN2022MX,activo,2024CC,2024-09-16
8324,2023B08324,LIEN2022MX,Activo,2025CA,2025-01-14
8325,2025C08325,LISC2020MX,Activo,2025CA,2024-07-05
8326,2024B08326,LICI2020MX,Activo,2025CA,24 Jul 2024
8327,2020A08327,LICO2020MX,Egresado,2022CC,2024-07-14
8328,2023A08328,LIDE2020MX,ACTIVO,2025CA,2024-10-30
8329,2018B08329,LIIN2020MX,Egresado,2020CC,2024-11-27
8330,2023C08330,LICO2020MX,Activo,2025CA,2024-07-17
8331,2025B08331,LIPS2020MX,Activo,2025CA,2024-11-23
8332,2024B08332,LIGA2020MX,Activo ,2025CA,2025-01-05
8333,2021C08333,LIED2020MX,Activo,2023CC,08 Mar 2025
8334,2021A08334,LIIN2020MX,Egresado,2023CC,2024-11-21
8335,2021A08335,LISC2020MX,Activo,2023CC,2024-06-07
8336,2022B08336,LIPS2020MX,Egresado,2024CC,2024-12-04
8337,2025C08337,LIED2020MX,Baja Temporal,2025CA,2024-09-26
8338,2022C08338,LIEN2022MX,Activo,2025CA,2024-09-04
8339,2023A08339,LIED2020MX,Activo,2025CA,2024-09-29
8340,2021B08340,LIEN2022MX,Titulado,2024CA,2024-06-03
8341,2022B08341,LIAD2020MX,Egresado,2024CC,2025-03-01
8342,2021B08342,LIAD2020MX,activo,2023CC,2025-02-02
8343,2024C08343,LICO2020MX,Activo,2025CA,2024-08-28
8344,2020A08344,LIEN2022MX,Activo,2023CA,2024-11-22
8345,2025B08345,LIIN2020MX,Activo,2025CA,2024-09-26
8346,2023A08346,LIME2020MX,Activo,2025CA,2024-08-29
8347,2021A08347,LICI2020MX,Egresado,2023CC,2025-03-09
8348,2023B08348,LIEN2022MX,Activo,2024CC,2025-03-05
8349,2025C08349,LISC2020MX,activo,2025CA,2024-08-16
8350,2020B08350,LICO2020MX,Egresado,2022CC,2025-02-17
8351,2025B08351,LIEN2022MX,Activo,2025CA,2024-11-28
8352,2018A08352,LIGA2020MX,Egresado,2020CC,2024-12-06
8353,2024B08353,LIPS2020MX,Activo ,2024CC,2024-08-09
8354,2023A08354,LIED2020MX,Activo,2025CA,2024-12-27
8355,2020C08355,LIDN2022MX,Egresado,2022CC,2024-06-03
8356,2022C08356,LICO2020MX,Titulado,2024CC,2024-08-07
8357,2024A08357,LIDN2022MX,Activo,2025CA,2024-07-05
8358,2021C08358,LIEN2022MX,Titulado,2024CA,2025-03-12
8359,2024A08359,LIPS2020MX,Activo,2025CA,2025-02-10
8360,2019B08360,LIED2020MX,Titulado,2021CC,2024-12-07
8361,2021B08361,LIGA2020MX,Activo,2023CC,2024-10-28
8362,2023C08362,LICO2020MX,Activo,2025CA,2025-02-25
8363,2022B08363,LISC2020MX,Egresado,2024CC,2025-02-03
8364,2022B08364,LIME2020MX,Titulado,2024CC,2024-09-17
8365,2023B08365,LIME2020MX,Baja Temporal,2024CC,2024-11-10
8366,2024A08366,LISC2020MX,Activo,2025CA,2024-10-02
8367,2024A08367,LIED2020MX,Activo,2024CC,2024-06-12
8368,2021C08368,LIPS2020MX,Egresado,2023CC,2024-06-19
8369,2023A08369,LIDE2020MX,Activo,2025CA,2025-01-18
8370,2019C08370,LIDN2022MX,Egresado,2021CC,2024-06-13
8371,2024C08371,LICI2020MX,Baja Temporal,2025CA,2024-10-26
8372,2024B08372,LIME2020MX, Activo,2025CA,2025-01-12
8373,2024C08373,LIGA2020MX,Activo,2025CA,2024-12-10
8374,2024C08374,LIPS2020MX,Activo,2024CC,2025-01-01
8375,2024A08375,LIAD2020MX,Baja Definitiva,2025CA,2025-02-06
8376,2023C08376,LICI2020MX,Activo,2024CC,2024-12-23
8377,2021B08377,LIGA2020MX,Titulado,2023CC,2024-11-07
8378,2020C08378,LIDE2020MX,Egresado,2022CC,2025-03-14
8379,2024A08379,LIPS2020MX,Activo,2025CA,2024-11-03
8380,2023C08380,LIAD2020MX,Baja Temporal,2025CA,2025-01-18
8381,2023A08381,LICO2020MX,Activo,2025CA,2024-07-19
8381,2023A08381,LICO2020MX,Activo,2025CA,2024-07-19
8382,2022B08382,LIDN2022MX,Activo,2024CC,2024-06-16
8383,2023A08383,LICO2020MX,Baja Definitiva,2025CA,2024-06-15
8384,2020B08384,LICO2020MX,Egresado,2022CC,2024-08-20
8385,2023A08385,LIAD2020MX,Activo,2025CA,2025-01-18
8386,2022A08386,LIAD2020MX,Titulado,2024CC,2024-06-06
8387,2024B08387,LIED2020MX,Baja Temporal,2025CA,28/07/2024
8388,2020C08388,LIPS2020MX,Titulado,2022CC,2024-12-24
8389,2020C08389,LIPS2020MX,Titulado,2022CC,2024-12-22
8390,2021C08390,LIDN2022MX,Egresado,2023CC,2024-06-11
8391,2023A08391,LIME2020MX,Activo,2025CA,2024-12-15
8392,2020A08392,LIDE2020MX,Titulado,2022CC,2024/12/16
8393,2024A08393,LIPS2020MX,Activo,2025CA,2024-06-07
8394,2023A08394,LIED2020MX,ACTIVO,2025CA,2024-08-06
8395,2025A08395,LIAD2020MX,Baja Temporal,2025CA,2024-08-14
8396,2023B08396,LICI2020MX,Activo,2025CA,2025-01-05
8397,2019A08397,LIAD2020MX,Baja Definitiva,2021CC,2024-11-22
8398,2024B08398,LISC2020MX,Activo,2024CC,2024-10-07
8399,2020C08399,LIEN2022MX,Egresado,2023CA,2024-10-06
8400,2019B08400,LIPS2020MX,Baja Definitiva,2021CC,2024-06-26
8400,2019B08400,LIPS2020MX,Baja Definitiva,2021CC,2024-06-26
8401,2020B08401,LIGA2020MX,Activo,2022CC,2024-07-06
8402,2024A08402,LIME2020MX,Activo,2024CC,2024-08-01
8403,2022C08403,LIEN2022MX,Activo,2024CC,2025-02-25
8404,2023B08404,LIDE2020MX,Baja Definitiva,2025CA,2024-12-19
8405,2025A08405,LIPS2020MX,Activo,2025CA,2025-01-21
8406,2024A08406,LISC2020MX,Activo,2024CC,2024-12-11
8407,2024C08407,LIME2020MX,Baja Temporal,2025CA,2024-11-02
8408,2022C08408,LIDE2020MX,Egresado,2024CC,2024-12-20
8409,2021A08409,LIGA2020MX,Titulado,2023CC,2024-06-04
8410,2021A08410,LIEN2022MX,Activo,2024CA,2024-07-20
8411,2024C08411,LICO2020MX,Baja Temporal,2025CA,2025-01-12
8412,2024C08412,LICI2020MX,Activo,2024CC,2025-01-06
8413,2021C08413,LIDN2022MX,Titulado,2023CC,2025-02-17
8414,2023A08414,LICI2020MX,Baja Temporal,2025CA,2024-12-15
8415,2022B08415,LICO2020MX,Egresado,2024CC,2024-10-14
8416,2023C08416,LIDN2022MX,Baja Temporal,2024CC,2024-11-02
8417,2023B08417,LIGA2020MX,Activo,2024CC,2025-03-08
8418,2019A08418,LIGA2020MX,Egresado,2021CC,2024-10-19
8419,2024B08419,LISC2020MX,Baja Definitiva,2024CC,2024-11-27
8420,2019B08420,LISC2020MX,Titulado,2021CC,2024-06-30
8421,2018C08421,LIDN2022MX,Titulado,2020CC,2025-01-04
8422,2024C08422,LIEN2022MX,Activo,2025CA,2025-01-30
8423,2022B08423,LIPS2020MX,Egresado,2024CC,2024-09-05
8424,2024B08424,LICI2020MX,Baja  Temporal,2025CA,2024-09-12
8425,2024C08425,LIDN2022MX,Activo,2024CC,2024-09-12
8426,2019A08426,LIIN2020MX,Activo,2021CC,2024-09-16
8427,2018C08427,LIME2020MX,Activo,2020CC,2025-02-01
8428,2022C08428,LIDE2020MX,Baja Definitiva,2024CC,2024-09-29
8429,2021C08429,LIDN2022MX,Egresado,2023CC,2024-11-15
8430,2021C08430,LIIN2020MX,Egresado,2023CC,2024-08-01
8431,2023A08431,LIIN2020MX,baja temporal,2025CA,2024-12-06
8432,2022B08432,LIAD2020MX,Titulado,2024CC,2024-06-21
8433,2022B08433,LIDE2020MX,Egresado,2024CC,2024-08-02
8434,2020A08434,LICI2020MX,Egresado ,2022CC,2025-02-16
8435,2020B08435,LISC2020MX,Titulado,2022CC,2024-10-18
8436,2022A08436,LIIN2020MX,Activo,2024CC,2024-08-12
8437,2024C08437,LISC2020MX,Baja Temporal,2025CA,2024-11-28
8438,2020A08438,LIPS2020MX,Egresado,2022CC,2025-01-29
8439,2020B08439,LICI2020MX,Activo,2022CC,2024-06-21
8440,2020C08440,LICO2020MX,Titulado,2022CC,2025-02-18
8441,2023B08441,LIIN2020MX,Activo,2025CA,2024-08-11
8442,2024C08442,LIGA2020MX,Activo,2025CA,2024-11-12
8443,2024C08443,LIAD2020MX,Activo,2024CC,2024-09-16
8443,2024C08443,LIAD2020MX,Activo,2024CC,2024-09-16
8444,2022C08444,LICI2020MX,Activo,2024CC,2025-02-24
8445,2020C08445,LISC2020MX,Egresado,2022CC,2024-10-09
8446,2023A08446,LIDE2020MX,Activo,2025CA,2025-01-30
8447,2025C08447,LIDE2020MX,Activo,2025CA,2025-02-17
8448,2023C08448,LIIN2020MX,Activo,2024CC,2025-02-23
8449,2025A08449,LIDE2020MX,Activo,2025CA,2024-10-02
8450,2025A08450,LIIN2020MX,Activo,2025CA,2025-01-21
8451,2024C08451,LIDN2022MX,Activo,2025CA,2024-10-22
8452,2023A08452,LIDN2022MX,Baja Temporal,2024CC,2025-02-20
8453,2019C08453,LIIN2020MX,Titulado,2021CC,2025-01-29
8454,2018C08454,LICI2020MX,Activo,2020CC,2024-10-09
8455,2024B08455,LIDE2020MX,Activo,2024CC,14-11-2024
8456,2019A08456,LICI2020MX,Egresado,2021CC,2024-11-15
8457,2018C08457,LIAD2020MX,Egresado,2020CC,2025-02-09
8457,2018C08457,LIAD2020MX,Egresado,2020CC,2025-02-09
8458,2021C08458,LICI2020MX,Egresado,2023CC,2024-11-11
8459,2025A08459,LIGA2020MX,ACTIVO,2025CA,2024-07-06
8460,2024C08460,LIDE2020MX,Baja Temporal,2025CA,2024-11-14
8461,2019A08461,LICO2020MX,Egresado,2021CC,2025-01-11
8462,2022B08462,LICO2020MX, Activo,2024CC,2024-08-20
8462,2022B08462,LICO2020MX, Activo,2024CC,2024-08-20
8463,2020A08463,LICO2020MX,Activo,2022CC,2025-02-19
8464,2018B08464,LICO2020MX,Baja Definitiva,2020CC,2024-09-22
8465,2023B08465,LIIN2020MX,Baja Temporal,2025CA,2024-10-27
8466,2022A08466,LIED2020MX,Titulado,2024CC,2024-10-07
8467,2018B08467,LIAD2020MX,Titulado,2020CC,2024-09-26
8468,2021A08468,LIGA2020MX,Egresado,2023CC,2025-02-21
8469,2019C08469,LISC2020MX,Egresado,2021CC,2024-09-15
8470,2025A08470,LIEN2022MX,Activo,2025CA,2025-01-14
8471,2019B08471,LIAD2020MX,Egresado,2021CC,2024-07-28
8472,2020C08472,LISC2020MX,Activo,2022CC,2024-11-29
8473,2025C08473,LIEN2022MX,Activo,2025CA,2024-08-07
8474,2023A08474,LICO2020MX,Activo,2025CA,2024-10-09
8475,2024A08475,LIME2020MX,Activo,2025CA,2024-10-18
8476,2023B08476,LISC2020MX,Activo,2024CC,2024-08-08
8477,2025A08477,LIIN2020MX,Activo,2025CA,2025-01-01
8478,2023A08478,LIAD2020MX,Activo,2025CA,2024-09-16
8479,2024A08479,LIDN2022MX,Baja Definitiva,2024CC,2024-08-21
8480,2025A08480,LIPS2020MX,Activo,2025CA,2025-02-02
8481,2024C08481,LIME2020MX,Activo,2024CC,2025-02-26
8482,2023A08482,LIIN2020MX,Activo,2025CA,30-08-2024
8483,2023C08483,LIED2020MX,Baja Temporal,2025CA,2024-07-26
8483,2023C08483,LIED2020MX,Baja Temporal,2025CA,2024-07-26
8484,2023B08484,LIGA2020MX,Activo,2025CA,2024-08-31
8485,2018C08485,LIEN2022MX,Egresado,2021CA,2025-01-30
8486,2019C08486,LISC2020MX,Activo,2021CC,2025-03-09
8487,2024C08487,LIPS2020MX,Activo,2024CC,2025-02-06
8488,2023B08488,LIED2020MX,Activo,2024CC,2025-02-28
8488,2023B08488,LIED2020MX,Activo,2024CC,2025-02-28
8489,2019B08489,LIEN2022MX,Egresado,2022CA,2024-07-27
8490,2025C08490,LIME2020MX,Activo,2025CA,2024-12-03
8491,2022B08491,LIED2020MX,Activo,2024CC,2024-12-25
8492,2022B08492,LIED2020MX,Egresado,2024CC,2024-11-26
8493,2021B08493,LIPS2020MX,Egresado,2023CC,2024-08-16
8494,2019B08494,LIIN2020MX,Egresado,2021CC,2025-03-08
8495,2024A08495,LIDN2022MX,Activo,2025CA,2025-01-04
8496,2023C08496,LIDE2020MX,Baja Definitiva,2025CA,08/18/2024
8497,2020B08497,LISC2020MX,Titulado,2022CC,2024-07-31
8498,2018A08498,LISC2020MX,Titulado,2020CC,2024-07-09
8499,2023B08499,LIDN2022MX,Activo,2025CA,2025-03-05
8500,2022B08500,LIPS2020MX,Egresado,2024CC,2024-12-21
8501,2023B08501,LIDE2020MX,Activo,2025CA,2024-08-12
8502,2020A08502,LIGA2020MX,Titulado,2022CC,2024-08-11
8503,2024A08503,LIEN2022MX,Activo,2024CC,2024-06-15
8504,2022C08504,LIGA2020MX,Activo,2024CC,2024-09-07
8505,2023B08505,LIME2020MX,Activo,2025CA,2024-12-08
8506,2022A08506,LIPS2020MX,Egresado,2024CC,2024-10-16
8507,2024C08507,LIED2020MX,Activo,2024CC,2024-10-22
8508,2020B08508,LIGA2020MX,Baja Definitiva,2022CC,2025-03-13
8509,2021C08509,LIDE2020MX,Baja Definitiva,2023CC,2025-02-25
8510,2022B08510,LIED2020MX,Titulado,2024CC,2024-09-12
8511,2024C08511,LIDN2022MX,ACTIVO,2025CA,2024-12-01
8512,2019A08512,LIED2020MX,Baja Definitiva,2021CC,2024-12-03
8513,2019C08513,LIME2020MX,Activo,2021CC,2024-11-26
8514,2021C08514,LIEN2022MX,Baja Definitiva,2024CA,2024-12-04
8515,2022C08515,LIDN2022MX,Egresado,2024CC,2024-11-26
8516,2022B08516,LIEN2022MX,Activo,2024CC,2025-01-17
8517,2023C08517,LIAD2020MX,Activo,2025CA,2024-08-15
8518,2023A08518,LICI2020MX,Activo,2025CA,2024-09-01
8519,2020A08519,LIDE2020MX,Activo,2022CC,2024-07-27
8520,2020B08520,LIME2020MX,Activo,2022CC,2024-07-09
8521,2023A08521,LIED2020MX, Activo,2025CA,2024-10-30
8522,2021C08522,LISC2020MX,Baja Definitiva,2023CC,2024-09-28
8523,2024A08523,LIME2020MX,Activo,2025CA,2024-07-23
8524,2025B08524,LIDE2020MX,Activo,2025CA,2024-07-27
8525,2025B08525,LIAD2020MX,Activo,2025CA,2024-11-02
8526,2024B08526,LIME2020MX,Activo,2025CA,2025-01-02
8527,2020B08527,LIGA2020MX,Titulado,2022CC,2024-06-09
8528,2023C08528,LIED2020MX,Activo,2025CA,2025-01-02
8529,2021C08529,LIPS2020MX,Egresado,2023CC,2024/09/13
8530,2022A08530,LIED2020MX,Egresado,2024CC,2024-10-03
8531,2024A08531,LIME2020MX,Activo,2024CC,2024-07-14
8532,2023B08532,LIAD2020MX,Activo,2025CA,2025-02-19
8533,2024C08533,LICI2020MX,Activo,2024CC,2025-02-16
8534,2022C08534,LIME2020MX,Egresado,2024CC,2024-07-26
8535,2019A08535,LIED2020MX,Activo,2021CC,2025-02-10
8536,2023C08536,LIAD2020MX,Activo,2024CC,2025-01-03
8537,2018B08537,LIAD2020MX,Egresado,2020CC,2024-06-24
8538,2021C08538,LIME2020MX,Egresado,2023CC,2024-07-27
8539,2019C08539,LIDE2020MX,Titulado,2021CC,2024-06-10
8540,2018B08540,LIPS2020MX,Activo,2020CC,2024-11-30
8541,2021A08541,LICO2020MX,Egresado,2023CC,2025-01-17
8542,2023C08542,LICI2020MX,Activo,2025CA,2024-07-31
8543,2023B08543,LIPS2020MX,Baja Temporal,2024CC,2024-08-16
8544,2023A08544,LIEN2022MX,Activo,2025CA,2024-06-10
8545,2021A08545,LIDE2020MX,Egresado,2023CC,2025-03-10
8546,2022A08546,LIDE2020MX,Titulado,2024CC,2024-08-09
8547,2022A08547,LICI2020MX,Egresado,2024CC,2024-07-11
8548,2023A08548,LIPS2020MX,Activo,2025CA,2024-09-01
8549,2022C08549,LIPS2020MX,Egresado,2024CC,2024-06-02
8550,2025A08550,LIEN2022MX,Activo,2025CA,2024-08-30
8551,2024A08551,LICO2020MX,Baja Temporal,2025CA,2024-08-31
8552,2018B08552,LIIN2020MX,Activo,2020CC,2024-09-13
8553,2023C08553,LIAD2020MX,Activo,2024CC,2024-09-01
8554,2023B08554,LIDE2020MX,Activo,2024CC,2024-08-20
8555,2023B08555,LIPS2020MX,Activo,2025CA,2025-01-08
8556,2024B08556,LICO2020MX,Activo,2025CA,2024-12-24
8557,2020C08557,LISC2020MX,Activo,2022CC,2024-11-13
8558,2019B08558,LIED2020MX,Titulado,2021CC,2024-09-14
8559,2018C08559,LIIN2020MX,Egresado,2020CC,2024-06-29
8560,2020A08560,LIED2020MX,Activo,2022CC,2025-02-18
8561,2024A08561,LICO2020MX,Activo,2025CA,2024-11-03
8562,2025B08562,LIIN2020MX,Activo ,2025CA,2024-07-10
8562,2025B08562,LIIN2020MX,Activo ,2025CA,2024-07-10
8563,2019A08563,LIED2020MX,Egresado,2021CC,2024-06-02
8564,2021A08564,LISC2020MX,Titulado,2023CC,2024-07-15
8565,2020A08565,LIAD2020MX,Titulado,2022CC,2024-11-02
8566,2021A08566,LIED2020MX,Activo,2023CC,2024-07-09
8567,2022B08567,LICO2020MX,Egresado,2024CC,2024/07/05
8568,2023B08568,LIDE2020MX,Activo,2025CA,2024-08-02
8569,2024C08569,LIPS2020MX,Activo,2025CA,2024-08-21
8570,2021B08570,LIED2020MX,Titulado,2023CC,2024-11-26
8571,2025B08571,LIDE2020MX,Activo,2025CA,2025-01-06
8572,2023C08572,LIPS2020MX,Activo,2025CA,2024-08-14
8573,2024A08573,LIDN2022MX,Activo,2025CA,2025-02-22
8574,2020A08574,LIDN2022MX,Baja Definitiva,2022CC,2025-01-25
8575,2023C08575,LICO2020MX,Activo,2025CA,2024-07-01
8576,2023B08576,LIGA2020MX,Activo,2025CA,2024-08-26
8577,2021A08577,LIAD2020MX,Titulado,2023CC,2024-08-28
8578,2023B08578,LIDN2022MX,Activo,2024CC,2024-07-06
8579,2024A08579,LIIN2020MX,Activo,2025CA,2024-10-20
8580,2021B08580,LIED2020MX,Activo,2023CC,2025-03-14
8581,2025A08581,LIAD2020MX,Activo,2025CA,2024-11-08
8582,2020C08582,LIAD2020MX,TITULADO,2022CC,2024-07-04
8583,2024B08583,LIIN2020MX,Activo,2025CA,2024-10-09
8584,2018B08584,LICO2020MX,Egresado,2020CC,2024-06-10
8585,2019B08585,LIED2020MX,Egresado,2021CC,2024-06-28
8586,2022A08586,LICI2020MX,Egresado,2024CC,2024-09-12
8587,2023B08587,LIAD2020MX,Activo,2025CA,2025-01-22
8588,2021C08588,LIAD2020MX,Titulado,2023CC,2025-01-10
8589,2021C08589,LICO2020MX,Activo,2023CC,2024-08-19
8590,2023C08590,LIME2020MX,Activo,2025CA,2024-12-11
8591,2021C08591,LIPS2020MX,Activo,2023CC,2025-01-25
8591,2021C08591,LIPS2020MX,Activo,2023CC,2025-01-25
8592,2024B08592,LIME2020MX,Activo,2025CA,2024-09-08
8593,2020B08593,LIED2020MX,Egresado,2022CC,2024-09-01
8594,2020B08594,LIGA2020MX,Egresado,2022CC,2024-10-09
8595,2018C08595,LISC2020MX,Egresado,2020CC,2024-06-12
8596,2021C08596,LIEN2022MX,Egresado,2024CA,2024-07-31
8597,2023A08597,LIGA2020MX,Activo,2024CC,2024-09-18
8598,2023B08598,LIED2020MX,Activo,2025CA,2025-03-09
8599,2025B08599,LIIN2020MX,Baja Definitiva,2025CA,2024-07-11
8600,2022B08600,LIED2020MX,Egresado,2024CC,2024-08-12
8601,2025B08601,LIGA2020MX,Activo,2025CA,2025-02-08
8602,2021B08602,LICO2020MX,Egresado,2023CC,2024-08-08
8603,2022B08603,LIAD2020MX,Egresado,2024CC,2025-02-23
8604,2023C08604,LISC2020MX,Activo,2024CC,2024-12-24
8605,2019B08605,LIGA2020MX,Activo,2021CC,2024-12-03
8606,2021C08606,LIGA2020MX,Egresado,2023CC,2024-10-17
8606,2021C08606,LIGA2020MX,Egresado,2023CC,2024-10-17
8607,2019B08607,LIED2020MX,Egresado,2021CC,2024-07-19
8608,2023B08608,LIGA2020MX,Activo,2025CA,2024-11-22
8609,2018B08609,LIME2020MX,Titulado,2020CC,2025-01-21
8610,2020C08610,LIGA2020MX,Baja Definitiva,2022CC,2024-08-08
8611,2023C08611,LICO2020MX,Activo,2025CA,2025-01-30
8612,2022B08612,LIPS2020MX,Titulado,2024CC,2024-10-14
8613,2025B08613,LIDE2020MX,Activo,2025CA,2025-03-02
8614,2023C08614,LIGA2020MX,Activo,2024CC,2024-07-17
8615,2021C08615,LIDE2020MX,egresado,2023CC,2024-08-14
8616,2018B08616,LIIN2020MX,Titulado,2020CC,2025-03-07
8617,2025B08617,LIGA2020MX,Activo,2025CA,2024-11-12
8618,2023A08618,LIPS2020MX,Activo,2025CA,2024-09-30
8619,2023C08619,LISC2020MX,Baja Temporal,2025CA,2025-01-10
8620,2024C08620,LIGA2020MX,Activo,2025CA,2025-02-04
8621,2020C08621,LIEN2022MX,Titulado,2023CA,2024-06-26
8622,2020A08622,LIME2020MX,Activo,2022CC,2024-06-02
8623,2022C08623,LICI2020MX,Activo,2024CC,2024-12-22
8624,2024A08624,LIDE2020MX,Activo ,2025CA,2024-07-08
8625,2023A08625,LIDN2022MX,Activo,2024CC,10/10/2024
8626,2019A08626,LIDN2022MX,Activo,2021CC,2024-06-18
8627,2025B08627,LIME2020MX,Activo,2025CA,2024-12-13
8628,2022C08628,LIDE2020MX,Activo,2024CC,2024-08-21
8629,2025A08629,LIGA2020MX,Activo,2025CA,2024-08-10
8630,2018A08630,LISC2020MX,Egresado,2020CC,2025-02-18
8631,2025C08631,LIED2020MX,Baja Temporal,2025CA,2025-01-15
8632,2025B08632,LISC2020MX,Activo,2025CA,2024-08-09
8633,2025C08633,LICO2020MX,Activo,2025CA,2024-09-26
8634,2019C08634,LISC2020MX,Activo,2021CC,2024-06-30
8635,2022B08635,LICI2020MX,Activo,2024CC,2024-08-01
8636,2024C08636,LISC2020MX,Activo,2024CC,2025-01-20
8637,2023B08637,LICI2020MX,Activo,2024CC,2024-07-30
8638,2020A08638,LIGA2020MX,Egresado,2022CC,2025-02-06
8639,2022B08639,LIED2020MX,Egresado,2024CC,2025-01-06
8640,2023A08640,LICO2020MX,Activo,2024CC,2025-02-23
8641,2021A08641,LIGA2020MX,Activo,2023CC,2025-01-15
8642,2024C08642,LIME2020MX,Activo,2024CC,2024-09-18
8643,2020A08643,LIAD2020MX,Egresado,2022CC,2024-12-18
8644,2024A08644,LIME2020MX,Activo,2025CA,2024-12-08
8645,2020B08645,LIDE2020MX,Egresado,2022CC,2024-11-03
8646,2024A08646,LIIN2020MX,Activo,2024CC,2024-10-03
8647,2019C08647,LIDE2020MX,Activo,2021CC,2024-11-20
8648,2021C08648,LICI2020MX,Egresado,2023CC,2024-10-15
8649,2024A08649,LIDN2022MX,Activo,2025CA,2024-12-29
8650,2024C08650,LIED2020MX,Activo,2024CC,2024-08-14
8651,2023C08651,LICO2020MX,Activo,2025CA,2024-07-03
8651,2023C08651,LICO2020MX,Activo,2025CA,2024-07-03
8652,2019B08652,LICO2020MX,Egresado,2021CC,2024-10-07
8653,2023A08653,LIEN2022MX,Activo,2025CA,17 Dec 2024
8654,2025B08654,LISC2020MX,Activo,2025CA,2024-07-15
8655,2023B08655,LICO2020MX,Activo,2025CA,2024-10-17
8655,2023B08655,LICO2020MX,Activo,2025CA,2024-10-17
8656,2018A08656,LISC2020MX,Activo,2020CC,2024-11-17
8657,2018B08657,LIAD2020MX,Egresado,2020CC,2024-12-28
8658,2022A08658,LIIN2020MX,Baja Definitiva,2024CC,2025-03-04
8659,2020C08659,LISC2020MX,Titulado,2022CC,2024-12-30
8660,2020C08660,LIED2020MX,Egresado,2022CC,2024-06-03
8661,2019A08661,LISC2020MX,Activo,2021CC,2024-08-17
8662,2024B08662,LIME2020MX,Baja Temporal,2025CA,2024-10-23
8663,2023A08663,LIDE2020MX,Activo,2024CC,2024-12-31
8663,2023A08663,LIDE2020MX,Activo,2024CC,2024-12-31
8664,2021B08664,LIDE2020MX,Egresado,2023CC,2025-02-19
8665,2023A08665,LICI2020MX,Activo,2024CC,2024-07-17
8666,2020B08666,LIGA2020MX,Baja Definitiva,2022CC,2025-01-01
8667,2019A08667,LICO2020MX,Egresado,2021CC,2024-09-14
8668,2024A08668,LISC2020MX,Activo,2024CC,2025-01-09
8669,2019C08669,LISC2020MX,Titulado,2021CC,2024-07-12
8670,2023C08670,LIED2020MX,Activo,2024CC,2024-09-08
8671,2020B08671,LIDN2022MX,Activo,2022CC,2024-08-13
8672,2025A08672,LIIN2020MX,Activo,2025CA,2024-07-24
8673,2021A08673,LIIN2020MX,Activo,2023CC,2024-09-14
8674,2020B08674,LIEN2022MX,Egresado,2023CA,2024-11-12
8675,2023A08675,LIEN2022MX,Activo,2025CA,2024-08-08
8676,2023C08676,LICI2020MX,Baja Temporal,2024CC,2024-07-21
8677,2024A08677,LIGA2020MX,Baja Temporal,2024CC,2024-08-29
8678,2022A08678,LIAD2020MX,Egresado,2024CC,2024-07-13
8679,2018C08679,LIDN2022MX,Activo,2020CC,2025-02-01
8680,2024C08680,LIDE2020MX,Activo,2024CC,23/01/2025
8681,2025B08681,LIDN2022MX,Activo,2025CA,2024-10-06
8682,2024B08682,LIEN2022MX,Activo,2024CC,2025-01-19
8683,2020B08683,LIIN2020MX,Titulado,2022CC,2025-01-03
8684,2020A08684,LISC2020MX,Activo,2022CC,2025-03-04
8685,2025C08685,LIPS2020MX,Activo,2025CA,2024-06-30
8686,2019A08686,LIME2020MX,Titulado,2021CC,2024-07-07
8687,2023A08687,LICI2020MX,Activo,2025CA,2024-09-27
8688,2020B08688,LICI2020MX,Titulado,2022CC,2024-10-01
8689,2018B08689,LIME2020MX,Egresado,2020CC,2025-02-18
8690,2021A08690,LICO2020MX,Egresado,2023CC,2025-02-11
8690,2021A08690,LICO2020MX,Egresado,2023CC,2025-02-11
